term,CRN,subject,course,title,cross listed,linked(labs),credit value,actual,max seating,start date,end date,start time,end time,days,building,room,faculty
201410,11544,MGSC,1205.1H,Quantitative Methods I,,,3.00,65 ,75 , 4-Sep-2013, 17-Dec-13,0900,1200,M,HC,FH,Samad Amirkhalkhali
201410,10109,MGSC,1205.1I,Quantitative Methods I,,,3.00,65 ,75 , 4-Sep-2013, 17-Dec-13,0900,1200,M,HC,FH,Alan Surovell
201410,11917,MGSC,1205.1J,Quantitative Methods I,,,3.00,74 ,75 , 4-Sep-2013, 17-Dec-13,0900,1200,M,HC,FH,Jiejian Feng
201410,12628,MGSC,1205.1K,Quantitative Methods I,,,3.00,71 ,75 , 4-Sep-2013, 17-Dec-13,0900,1200,M,HC,FH,Ganim Adam
201410,14538,MGSC,1205.1M,Quantitative Methods I,,,3.00,30 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,290,Vinita Mishra
201410,14543,MGSC,1205.1N,Quantitative Methods I,,,3.00,27 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,290,Vinita Mishra
201420,20101,MGSC,1205.2A,Quantitative Methods I,,,3.00,74 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,SB,160,Samad Amirkhalkhali
201420,20102,MGSC,1205.2B,Quantitative Methods I,,,3.00,73 ,75 , 6-Jan-2014, 26-Apr-14,1600,1715,MW,SB,260,Samad Amirkhalkhali
201420,24285,MGSC,1205.2C,Quantitative Methods I,,,3.00,43 ,44 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,275,Samad Amirkhalkhali
201420,24326,MGSC,1205.2D,Quantitative Methods I,,,3.00,70 ,70 , 6-Jan-2014, 26-Apr-14,1730,2029,T,ME,105,Yasmine Amirkhalkhali
201420,24254,MGSC,1205.2WA,Quantitative Methods I,,,3.00,16 ,40 , 6-Jan-2014, 26-Apr-14,1730,2029,M,WA,4337,Michael Schwartzentruber
201410,10110,MGSC,1206.1A,Quantitative Methods II,,,3.00,58 ,75 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,SB,265,Milica Saagh
201410,10111,MGSC,1206.1B,Quantitative Methods II,,,3.00,68 ,75 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,265,Milica Saagh
201410,14323,MGSC,1206.1C,Quantitative Methods II,,,3.00,53 ,75 , 4-Sep-2013, 17-Dec-13,1400,1700,W,HC,FH,Feizhou Chen
201410,14657,MGSC,1206.1D,Quantitative Methods II,,,3.00,33 ,75 , 4-Sep-2013, 17-Dec-13,1400,1700,W,HC,FH,Adetokunbo Makanju
201420,20103,MGSC,1206.2A,Quantitative Methods II,,,3.00,69 ,75 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,SB,260,Milica Saagh
201420,20104,MGSC,1206.2B,Quantitative Methods II,,,3.00,67 ,75 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,SB,160,Milica Saagh
201420,20105,MGSC,1206.2C,Quantitative Methods II,,,3.00,74 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,ME,105,Jing Zhang
201420,20106,MGSC,1206.2D,Quantitative Methods II,,,3.00,56 ,75 , 6-Jan-2014, 26-Apr-14,1730,2015,W,SB,160,Muhammad Raza
201420,20107,MGSC,1206.2E,Quantitative Methods II,,,3.00,73 ,75 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,SB,160,Alan Surovell
201420,20108,MGSC,1206.2F,Quantitative Methods II,,,3.00,70 ,75 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,SB,265,Alan Surovell
201420,22447,MGSC,1206.2G,Quantitative Methods II,,,3.00,70 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,SB,160,Shahid Hussain
201420,21889,MGSC,1206.2H,Quantitative Methods II,,,3.00,65 ,75 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,SB,160,Shahid Hussain
201420,22541,MGSC,1206.2I,Quantitative Methods II,,,3.00,66 ,75 , 6-Jan-2014, 26-Apr-14,1730,2015,R,SB,160,Jiejian Feng
201420,24313,MGSC,1206.2J,Quantitative Methods II,,,3.00,21 ,75 , 6-Jan-2014, 26-Apr-14,1830,2130,T,SB,260,Muhammad Raza
201420,24286,MGSC,1206.2WA,Quantitative Methods II,,,3.00,7 ,40 , 6-Jan-2014, 26-Apr-14,1730,2029,T,WA,4337,Feizhou Chen
201410,10112,MGSC,2207.1A,Introductory Statistics,,,3.00,58 ,75 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,SB,260,Harvey Millar
201410,10113,MGSC,2207.1B,Introductory Statistics,,,3.00,63 ,75 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,260,Jing Zhang
201410,10114,MGSC,2207.1C,Introductory Statistics,,,3.00,67 ,75 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,SB,260,Jing Zhang
201410,10115,MGSC,2207.1D,Introductory Statistics,,,3.00,57 ,75 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,SB,260,Christopher Jones
201410,12898,MGSC,2207.1E,Introductory Statistics,,,3.00,51 ,75 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,SB,160,Christopher Jones
201410,14652,MGSC,2207.1F,Introductory Statistics,,,3.00,19 ,75 , 4-Sep-2013, 17-Dec-13,1830,2129,M,ME,104,Michael Schwartzentruber
201410,14642,MGSC,2207.1WT,Introductory Statistics,,,3.00,15 ,26 , 4-Sep-2013, 17-Dec-13,1830,2129,R,WT,,Michael Schwartzentruber
201420,20112,MGSC,2207.2A,Introductory Statistics,,,3.00,75 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,SB,265,Muhong Wang
201420,20113,MGSC,2207.2B,Introductory Statistics,,,3.00,73 ,75 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,LA,186,Muhong Wang
201420,20114,MGSC,2207.2C,Introductory Statistics,,,3.00,53 ,75 , 6-Jan-2014, 26-Apr-14,0830,0945,TR,LA,187,Milica Saagh
201420,20115,MGSC,2207.2D,Introductory Statistics,,,3.00,70 ,75 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,ME,105,Milica Saagh
201420,20116,MGSC,2207.2E,Introductory Statistics,,,3.00,70 ,75 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,LA,186,Christopher Jones
201420,23937,MGSC,2207.2F,*CANCELLED*,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,20198,MGSC,3317.2,Operations Management,,,3.00,58 ,50 , 6-Jan-2014, 26-Apr-14,1730,2015,W,LA,171,Jiejian Feng
201410,11057,MGSC,4491.1,Small Business Consultancy,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,BDC,,Eric Crowell
201420,21038,MGSC,4491.2,Small Business Consultancy,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,BDC,,Eric Crowell
201420,24196,MGSC,4848.2,Enviro & Sustainability Mgmt,E2,,3.00,2 ,40 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,SB,153,Anthony Charles
201410,10592,MGSC,5506.1A,Statistics for Managers,,,3.00,18 ,45 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,ME,108,Xiaoou Zhang
201410,13848,MGSC,5506.1B,Statistics for Managers,,,3.00,19 ,45 , 4-Sep-2013, 17-Dec-13,1400,1700,W,B,207,Harvey Millar
201420,20596,MGSC,5515.2,Management of Operations,,,3.00,39 ,50 , 6-Jan-2014, 26-Apr-14,1300,1545,W,LA,174,Harvey Millar
201410,14683,MGSC,6603.1,Stat Applications in Mgt Sci,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Xiaoou Zhang
201410,10593,MGSC,6615.1BC,Strategic Design & Improv Opp,,,3.00,32 ,45 , 13-Sep-2013, 15-Nov-13,0830,1630,F,SB,160,Harvey Millar
201410,13849,MGSC,6615.1CM,Strategic Design & Improv Opp,,,3.00,34 ,45 , 14-Sep-2013, 16-Nov-13,0830,1630,S,LA,171,Harvey Millar
201420,23384,MGSC,6619.2,Design & Mgmt of Supply Chains,,,3.00,13 ,30 , 6-Jan-2014, 26-Apr-14,1730,2015,M,LA,271,Harvey Millar
201420,24343,MGSC,6692.2,DS: Critical Thinking,,,3.00,2 ,2 , 6-Jan-2014, 26-Apr-14,,,,,,Xiaoou Zhang
201410,10985,MKTG,2270.1A,Introduction to Marketing,,,3.00,55 ,65 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,LA,175,Miguel Morales
201410,10055,MKTG,2270.1B,Introduction to Marketing,,,3.00,63 ,65 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,LA,175,Michael Sanderson
201410,10056,MKTG,2270.1C,Introduction to Marketing,,,3.00,49 ,65 , 4-Sep-2013, 17-Dec-13,1730,2015,T,SB,260,Wayde Crawford
201410,10057,MKTG,2270.1D,Introduction to Marketing,,,3.00,24 ,65 , 4-Sep-2013, 17-Dec-13,0830,0945,TR,LA,175,Miguel Morales
201410,12594,MKTG,2270.1E,Introduction to Marketing,,,3.00,54 ,65 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,SB,160,Miguel Morales
201410,14339,MKTG,2270.1WT,Introduction to Marketing,,,3.00,5 ,30 , 4-Sep-2013, 17-Dec-13,1730,2015,R,WT,,Wayde Crawford
201420,20052,MKTG,2270.2A,Introduction to Marketing,,,3.00,63 ,65 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,186,Gordon Fullerton
201420,20053,MKTG,2270.2B,Introduction to Marketing,,,3.00,65 ,65 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,SB,265,Chankon Kim
201420,20054,MKTG,2270.2C,Introduction to Marketing,,,3.00,64 ,65 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,187,Daniel Wadden
201420,20055,MKTG,2270.2D,Introduction to Marketing,,,3.00,65 ,65 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,186,Heidi Weigand
201420,20056,MKTG,2270.2E,Introduction to Marketing,,,3.00,59 ,65 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,186,Gordon Fullerton
201410,10060,MKTG,3375.1,International Marketing,,,3.00,28 ,35 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,274,Miguel Morales
201420,20057,MKTG,3375.2,International Marketing,,,3.00,33 ,35 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,LA,181,Miguel Morales
201410,10061,MKTG,3376.1A,Consumer Behavior,,,3.00,49 ,50 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,176,Chankon Kim
201410,10062,MKTG,3376.1B,Consumer Behavior,,,3.00,41 ,50 , 4-Sep-2013, 17-Dec-13,1430,1545,TR,LA,176,Chankon Kim
201420,20058,MKTG,3376.2A,Consumer Behavior,,,3.00,43 ,50 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,176,Chankon Kim
201420,20059,MKTG,3376.2B,Consumer Behavior,,,3.00,48 ,50 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,176,Chankon Kim
201410,10063,MKTG,3378.1A,Marketing Research,,,3.00,25 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,ME,110,Harold Ogden
201410,11297,MKTG,3378.1B,Marketing Research,,,3.00,28 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,ME,110,Harold Ogden
201420,20061,MKTG,3378.2,Marketing Research,,,3.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,175,Harold Ogden
201420,23951,MKTG,3378.2WT,Marketing Research,,,3.00,6 ,18 , 6-Jan-2014, 26-Apr-14,1730,2015,T,WT,,Harold Ogden
201410,10064,MKTG,3379.1A,Marketing Management,,,3.00,38 ,40 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,LA,179,Ethan Pancer
201410,10065,MKTG,3379.1B,Marketing Management,,,3.00,28 ,40 , 4-Sep-2013, 17-Dec-13,1600,1715,MW,LA,179,Ethan Pancer
201420,20062,MKTG,3379.2A,Marketing Management,,,3.00,31 ,40 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,ME,107,Ethan Pancer
201420,20063,MKTG,3379.2B,Marketing Management,,,3.00,19 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,ME,108,Ethan Pancer
201420,23387,MKTG,4462.2,Services Marketing,,,3.00,28 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,275,Miguel Morales
201410,13844,MKTG,4471.1,Integrated Mkt Communications,,,3.00,35 ,35 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,LA,271,Kathleen Wooden
201410,14340,MKTG,4474.1,Personal Selling and Sales Mgt,,,3.00,15 ,35 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,276,Paul Kidston
201420,23561,MKTG,4474.2,Personal Selling and Sales Mgt,,,3.00,35 ,35 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,MM,335,Paul Kidston
201410,10068,MKTG,4479.1,Marketing Policy,,,3.00,34 ,35 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,LA,271,Mei-Ling Wei
201420,20066,MKTG,4479.2A,Marketing Policy,,,3.00,29 ,35 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,SB,265,Mei-Ling Wei
201420,20067,MKTG,4479.2B,Marketing Policy,,,3.00,7 ,35 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,SB,265,Mei-Ling Wei
201410,11060,MKTG,4495.1,Business Consultancy,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,BDC,,Eric Crowell
201420,21041,MKTG,4495.2,Business Consultancy,,,3.00,4 ,0 , 6-Jan-2014, 26-Apr-14,,,,,,Eric Crowell
201410,14341,MKTG,4827.1,Sports Marketing,,,3.00,23 ,40 , 4-Sep-2013, 17-Dec-13,1000,1245,F,LA,177,Harold Ogden
201420,20590,MKTG,5571.2,Marketing Mgmt: An Overview,,,3.00,28 ,50 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,LA,179,Gordon Fullerton
201420,23741,MKTG,6672.2,Mkt Com: Planning and Strategy,,,3.00,9 ,30 , 6-Jan-2014, 26-Apr-14,1730,2015,W,LA,181,Edward McHugh
201410,11858,MKTG,6679.1BC,Strategic Marketing,,,3.00,38 ,45 , 28-Sep-2013, 30-Nov-13,0830,1630,S,LA,171,Edward McHugh
201410,14572,MKTG,6679.1CM,Strategic Marketing,,,3.00,36 ,45 , 27-Sep-2013, 29-Nov-13,0830,1630,F,LA,178,Edward McHugh
201420,24152,MKTG,6679.2,Strategic Marketing,,,3.00,13 ,30 , 11-Jan-2014, 15-Mar-14,0830,1630,S,SB,265,Edward McHugh
201420,24362,MKTG,6692.2,DS: Marketing & Public,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Gordon Fullerton
201420,24363,MKTG,6699.0AY,MRP: ACAD Consultants,,,6.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Rosalie Fine
201410,14698,MKTG,6699.0B,Research Project in Marketing,,,6.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Ramesh Venkat
201420,24334,MKTG,6699.0YY,MRP: US Trade in China,,,6.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Gordon Fullerton
201410,14674,MKTG,6699.AXX,MRP:FanFit:With Applied Theory,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Gordon Fullerton
201420,24262,MKTG,6699.AYY,MRP:FanFit:With Applied Theory,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Gordon Fullerton
201410,14720,MKTG,6699.CXX,MRP: Digital Social Preference,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Ramesh Venkat
201420,24365,MKTG,6699.CYY,MRP: Digital Social Preference,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Ramesh Venkat
201410,14168,MMCC,5100.1,Philosophical Origins,,,3.00,15 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201410,14169,MMCC,5110.1,Emerging Global Economy,,,3.00,12 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,,Sonja Novkovic
201420,23834,MMCC,5120.2,Comparative Co-op Practice I,,,1.50,13 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201420,23835,MMCC,5130.2,Co-op Fin Analysis & Mgmt I,,,3.00,10 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201420,23836,MMCC,5140.2,Marketing the Advantage I,,,1.50,13 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201410,14616,MMCC,5200.1,Strategic Analysis I,,,1.50,7 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201410,14617,MMCC,5201.1,Leading & Managing People I,,,1.50,7 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201410,14244,MMCC,5210.1,Emerging Global Eco & Soc II,,,3.00,7 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201420,24230,MMCC,5220.2,Comparative Co-op Practice II,,,1.50,6 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201410,14246,MMCC,5230.1,Co-op Fin Analysis & Mgmt II,,,3.00,8 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201420,24231,MMCC,5230.2,Co-op Fin Analysis & Mgmt II,,,1.50,6 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201420,24232,MMCC,5240.2,Marketing Co-op Advantage II,,,1.50,6 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201410,11124,MMCC,6620.1,Marketing the Co-op Advantage,,,3.00,8 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201420,21028,MMCC,6640.2,Co-op Management Approach I,,,3.00,6 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201420,21029,MMCC,6650.2,Co-op Management Approach II,,,3.00,6 ,30 , 6-Jan-2014, 26-Apr-14,,,,WW,, STAFF
201410,14175,MMCC,6670.0XX,Thesis Supervision,,,6.00,14 ,30 , 4-Sep-2013, 17-Dec-13,,,,WW,, STAFF
201410,14562,MTEI,5510.1,Entrepreneurial Finance,,,3.00,7 ,30 , 6-Sep-2013, 18-Oct-13,0900,1630,F,SB,159,Ellen Farrell
201410,14611,MTEI,5520.1,Managing Technology Platforms,,,3.00,7 ,30 , 7-Sep-2013, 19-Oct-13,0900,1630,S,SB,159,Dawn Jutla
201410,14612,MTEI,5530.1,Innovation Processes & Mgmt,,,3.00,7 ,30 , 1-Nov-2013, 13-Dec-13,0900,1630,F,SB,158,Claudia De Fuentes
201410,14613,MTEI,5540.1,Entrepreneurial Marketing,,,3.00,7 ,30 , 2-Nov-2013, 14-Dec-13,0900,1630,S,SB,158,Paul Robichaud
201420,24224,MTEI,5550.2,Leading Tech Innov & Change,,,3.00,6 ,30 , 10-Jan-2014, 21-Feb-14,0900,1630,F,SB,158,Catherine Loughlin
201420,24225,MTEI,5560.2,Tech Strategy & Productivity,,,3.00,6 ,30 , 11-Jan-2014, 22-Feb-14,0900,1630,S,SB,158,Dawn Jutla
201420,24226,MTEI,5570.2,Innovation Accounting,,,3.00,6 ,30 , 7-Mar-2014, 19-Apr-14,0900,1630,F,SB,158,Louis Beaubien
201420,24227,MTEI,5580.2,Globalization & Innov Systems,,,3.00,6 ,30 , 8-Mar-2014, 18-Apr-14,0900,1630,F,SB,158,Claudia De Fuentes
201410,10362,PHIL,1200.AXX,Critical Thinking,,,3.00,131 ,200 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,B,THEA,Sheldon Wein
201420,20354,PHIL,1200.AYY,Critical Thinking,,,3.00,119 ,200 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,B,THEA,Sheldon Wein
201410,10363,PHIL,1200.BXX,Critical Thinking,,,3.00,27 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,277,Scott Edgar
201420,20355,PHIL,1200.BYY,Critical Thinking,,,3.00,25 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,277,Scott Edgar
201410,10364,PHIL,1200.CXX,Critical Thinking,,,3.00,162 ,200 , 4-Sep-2013, 17-Dec-13,0900,1100,S,HC,FH,Carmel Forde
201420,20356,PHIL,1200.CYY,Critical Thinking,,,3.00,150 ,200 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,B,THEA,Carmel Forde
201410,10368,PHIL,1201.AXX,Introduction to Philosophy,,,3.00,27 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,HC,211,Lisa Gannett
201420,20360,PHIL,1201.AYY,Introduction to Philosophy,,,3.00,24 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,HC,211,Lisa Gannett
201410,10369,PHIL,1201.BXX,Introduction to Philosophy,,,3.00,43 ,60 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,SB,260,John MacKinnon
201420,20361,PHIL,1201.BYY,Introduction to Philosophy,,,3.00,41 ,60 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,SB,260,John MacKinnon
201410,10372,PHIL,1244.1,Human Freedom,,,3.00,27 ,70 , 4-Sep-2013, 17-Dec-13,0900,1200,W,LA,171,Robert Ansell
201420,23629,PHIL,1245.2,Philosophies of Life,,,3.00,51 ,70 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,SB,160,Robert Ansell
201410,14470,PHIL,1246.1,Sex and Sexuality,,,3.00,61 ,60 , 4-Sep-2013, 17-Dec-13,0900,1100,W,MM,TAUD,Todd Calder
201420,24086,PHIL,1255.2,Scientific Method,L7,,3.00,20 ,20 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,276,Lisa Gannett
201410,13921,PHIL,2301.1,Introduction to Symbolic Logic,,,3.00,2 ,20 , 4-Sep-2013, 17-Dec-13,1400,1700,R,SB,153,Robert Ansell
201410,14527,PHIL,2302.1XX,Ethics,,,3.00,17 ,40 , 4-Sep-2013, 17-Dec-13,1430,1545,MW,AT,216,Todd Calder
201420,24087,PHIL,2302.2YY,Ethics,,,3.00,17 ,40 , 6-Jan-2014, 26-Apr-14,1430,1545,MW,AT,216,Todd Calder
201410,13930,PHIL,2304.1,Evil,,,3.00,59 ,60 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,SB,260,Todd Calder
201410,14132,PHIL,2305.1,Environmental Ethics,,,3.00,35 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,B,218,Carmel Forde
201420,24088,PHIL,2325.2,PHIL Issues in IDST,C0,,3.00,33 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,MM,223,Sheldon Wein
201410,14471,PHIL,2328.1,The Mind-Body Problem,,,3.00,6 ,40 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,276,Robert Ansell
201420,23631,PHIL,2330.2,Philosophy of Religion,,,3.00,16 ,40 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,ME,107,Robert Ansell
201420,24089,PHIL,2331.2,Business Ethics,,,3.00,28 ,40 , 6-Jan-2014, 26-Apr-14,1730,2000,W,LA,276,Carmel Forde
201410,13924,PHIL,2332.1,Ethics & the Law,,,3.00,24 ,40 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,ME,110,Peter Heron
201410,14472,PHIL,2333.1,Philosophy of Law,,,3.00,35 ,75 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,AT,101,Sheldon Wein
201420,23632,PHIL,2333.2,Philosophy of Law,,,3.00,39 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,271,Sheldon Wein
201420,24090,PHIL,2345.2,Greek Phil: Presocratic & Plat,,,3.00,24 ,40 , 6-Jan-2014, 26-Apr-14,1430,1545,TR,LA,277,John MacKinnon
201410,11730,PHIL,2368.1,Bioethics,,,3.00,21 ,40 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,LA,173,Sheila Kindred
201420,23635,PHIL,2385.2,Philosophical Issues in Femi,,,3.00,0 ,40 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,HC,211, STAFF
201410,14473,PHIL,3365.1,Phil Foundations of Education,E5,,3.00,11 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,MN,519,Shelagh Crooks
201410,13926,PHIL,3402.1,Philosophy of Language,,,3.00,13 ,17 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,ME,111,John Capstick
201410,14474,PHIL,3404.1,Theory of Knowlegde,,,3.00,7 ,20 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,MM,211,Peter Heron
201420,24091,PHIL,3415.2,Argumentation Theory,,,3.00,23 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,ME,110,Shelagh Crooks
201420,24092,PHIL,3443.2,*CANCELLED*,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,24216,PHIL,3444.2,Later Modern Phil: Kant,,,3.00,6 ,30 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,MM,224,Scott Edgar
201410,14475,PHIL,3448.1,Philosophy of Science,,,3.00,6 ,20 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,159,Lisa Gannett
201420,24340,PHIL,3850.2,DS: Kant's Theoretical,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Scott Edgar
201420,24094,PHIL,4566.2,Analytical Philosophy,,,3.00,2 ,20 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,MN,519,Robert Ansell
201420,24095,PHIL,4585.2,Feminist Philosophy,,,3.00,6 ,12 , 6-Jan-2014, 26-Apr-14,1000,1229,T,ME,111,Lisa Gannett
201410,14670,PHIL,4599.AXX,Honours Thesis PHIL,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Sheldon Wein
201420,24261,PHIL,4599.AYY,Honours Thesis PHIL,,,3.00,1 ,1 , 6-Jan-2014, 26-Apr-14,,,,,,Sheldon Wein
201410,14597,PHIL,4826.1,SpTop:Theories of Know 19 Cent,,,3.00,2 ,12 , 4-Sep-2013, 17-Dec-13,1400,1700,T,SB,152,Scott Edgar
201420,24212,PHIL,4827.2,SpTop: Moral Psychology,H7,,3.00,10 ,20 , 6-Jan-2014, 26-Apr-14,1000,1230,R,SB,153,Todd Calder
201420,24279,PHIL,6687.2,SpTop: Moral Psychology,H7,,3.00,0 ,20 , 6-Jan-2014, 26-Apr-14,1000,1230,R,SB,153,Todd Calder
201410,12344,PHYS,1000.1,Physics for Life Sciences I,,C1,3.00,51 ,80 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,LA,297,Kevin Brown
201410,12345,PHYS,1000.1LA,LAB A Physics for Life Sci I,,L1,0.00,14 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,M,MM,001,Daniel Majaess
201410,12346,PHYS,1000.1LB,LAB B Physics for Life Sci I,,L1,0.00,14 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,T,MM,001,Daniel Majaess
201410,12347,PHYS,1000.1LC,LAB C Physics for Life Sci I,,L1,0.00,14 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,M,MM,001,Daniel Majaess
201410,14641,PHYS,1000.1LD,LAB D: Physics for Life Sci I,,L1,0.00,9 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,T,MM,001,Daniel Majaess
201420,22309,PHYS,1001.2,Physics for Life Sciences II,,C1,3.00,27 ,40 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,271,Kevin Brown
201420,22310,PHYS,1001.2LA,LAB A Physics for Life Sci II,,L1,0.00,11 ,20 , 6-Jan-2014, 26-Apr-14,1430,1729,M,MM,001,Daniel Majaess
